,W1-W2,W1-W3,W1-W4,W1-W5,W1-W6,W1-W7,W2-W3,W2-W4,W2-W5,W2-W6,W2-W7,W3-W4,W3-W5,W3-W6,W3-W7,W4-W5,W4-W6,W4-W7,W5-W6,W5-W7,W6-W7,DAT
0,0.9073201271256979,0.7271264225836183,0.749999419410704,0.8481493927930116,0.8519253529219823,0.8098612436785089,0.8729328207804281,0.921964133743712,0.968839782534467,0.715072087846008,0.8913364407077958,0.922734298044068,0.9571726297446196,0.7509042383749656,0.7210017392119612,0.8605932313600501,1.0002189731820068,0.9870787145950465,0.8451238484388537,0.875985143759593,0.6759284297200258,85.05365938360535
1,0.8243056320231176,0.5460236155371845,0.6742103455006008,0.8022152618561236,0.7253085041485389,0.9137390921570082,0.8614608576591968,0.8135401021052175,0.8613027692658288,0.6662049655205291,0.9199813940665331,0.8272016478409254,0.9364504269840137,0.653506228699828,1.0606130501942244,1.0190432518287194,0.770385075733083,0.7682482086793332,0.7202936909997895,0.9005585993046831,0.8488843082365062,81.4927477540047
2,0.7599003904333602,0.7681281139800613,0.6845111811605851,0.859886590361189,0.4400260889191918,0.8481702290058696,0.8541884613046383,0.8764782331317342,0.8879956770668568,0.9341741026256358,0.7843061696899676,0.8315797137932592,0.7875211776544668,0.7870496979374727,1.0331063314571982,0.751899175279439,0.8103972588991333,0.8224627174943542,0.9300119664021582,0.8507641030951785,0.9954162033060848,82.37130277618017
3,0.6515164147542847,0.7573361270753707,0.5394937117065808,0.6517051227153334,0.47187533501631407,0.7945948835327252,0.8055655067708128,0.70050527205171,0.6783338683151736,0.5580842397267627,0.8128904096627669,0.7025073069385931,0.516570621166188,0.5847121665361101,0.7757063225332449,0.44905334610033165,0.5548465358770829,0.8142396042690447,0.49478277883088795,0.7631525586287113,0.5314921875444618,64.8045919988214
4,0.8281636252261524,0.8278401466257927,0.8506794814491692,0.8714336498209205,0.7937896477165214,0.8594636743693368,0.8168536621545128,0.8485358643777827,1.001936572649212,0.8364350384150763,1.0227009775474014,0.8994179073110729,0.9342906121881354,1.0148104642842208,0.9038830350444552,1.0355077372500852,0.9817360242452428,0.927130232297501,0.923902638242276,0.8661539787086991,0.8067308575934906,89.76855155960503
5,0.8349758229012765,0.8485060055676693,0.7222225893776251,0.8051410725141326,0.6748109604883632,0.7879064268146005,0.9142501307616259,0.9825945827921936,0.8240025996821633,0.6219663959522528,0.822961246968245,0.8332167029428241,0.8642238950163063,0.7833655435001748,0.7977440214041507,0.7924395476275792,0.6759560947144775,0.6901266478702776,0.7544958381787871,1.0109087782293333,0.7871824856967881,80.13808280476592
6,0.8815508072741545,1.0011091491839008,1.0240888735007412,1.074012298602451,0.8783235687979644,0.9269136824833614,0.7527744922204685,0.821385505195808,0.8340307300503121,0.8735897758549732,1.0251633004631648,0.8621212944470664,0.9324436778807721,1.0003712116755996,1.0976382951087618,0.8827661952814142,1.0453250225350619,0.9206447859115712,0.9417675542577044,0.9485697660865389,0.6998294353766931,92.49723534375468
7,0.8250440004675188,0.8499972422038736,0.8769693157413272,1.0226040495337545,0.4732473773071988,0.8542576397360507,0.7165253940479684,0.8301643237079512,0.6548144195181276,0.7998077697778222,0.3699922014784013,0.8610769763891277,0.8043513838813489,0.8357946519655175,0.5865413595732584,0.7850455311935216,0.7724403653256892,0.5231768665782893,0.7557392267989834,0.6007065064430337,0.721842479201227,73.905424194619
8,0.3124061025777388,0.35146520873230724,0.5850843036642408,0.39640541598319434,0.7821061325203287,0.5807091708707977,0.4221982584042132,0.46513935544225093,0.5250945795444457,0.8744774636853984,0.6561046653218228,0.2824949916584437,0.2976443045337903,0.703041436476143,0.45284221834942484,0.4965853574967444,0.9185770824134467,0.5624887874159019,0.5597078839388621,0.4998325644167092,0.5753421552875803,53.80832113682755
9,0.5802009178904778,1.0889344647169052,0.6236528102252734,0.6031840613203581,0.8011159853039713,0.7131486461938366,1.0108497361595692,0.708785957597428,0.8147259737461056,1.019767729754162,0.7685960726897512,1.021245253081468,1.0346354397044788,0.8729636056295171,0.9024872210409745,0.8772248152886695,0.9396287893797037,0.7607450460105529,0.7847886694949514,0.7653614987664549,0.5714513232635563,82.20711436789601
